Profile,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Skill_11,Skill_12,Skill_13,Skill_14,Skill_15,Skill_16,Skill_17,Skill_18,Skill_19,Skill_20,Skill_21,Skill_22,Skill_23,Skill_24,Skill_25,Skill_26,Skill_27,Skill_28,Skill_29,Skill_30,Skill_31,Skill_32,Skill_33,Skill_34,Skill_35,Skill_36,Skill_37,Skill_38,Skill_39,Skill_40,Skill_41,Skill_42,Skill_43,Skill_44,Skill_45,Skill_46,Skill_47,Skill_48,Skill_49,Skill_50
Profile_500,1.9,2.2,3.6,1.8,1.0,1.1,0.8,1.2,1.3,3.9,2.5,2.1,1.1,2.4,0.8,2.1,4.6,3.2,2.3,3.2,2.0,1.7,4.2,1.4,2.1,2.8,1.6,3.2,2.2,3.2,3.1,2.3,4.2,1.8,3.8,3.7,4.3,2.7,1.7,4.6,2.2,1.7,2.3,1.5,3.0,1.9,2.2,3.5,3.1,2.5
Profile_501,2.7,2.5,2.1,2.5,3.0,2.4,2.9,1.7,1.9,1.8,1.9,3.8,3.2,1.4,2.9,2.1,1.8,1.0,3.5,1.1,2.4,1.6,3.3,2.2,2.4,2.4,2.8,2.5,2.5,2.0,0.9,1.4,3.2,2.2,1.8,1.1,0.8,1.8,3.4,1.9,2.9,1.9,3.1,2.1,1.3,2.2,4.3,4.3,3.0,2.4
Profile_502,2.8,2.8,2.5,2.9,2.7,2.2,1.3,2.0,3.3,2.5,2.8,2.2,1.4,2.3,1.5,1.4,3.7,2.1,1.8,4.1,3.3,2.1,2.9,2.3,1.8,3.0,2.2,2.6,3.5,3.4,1.9,3.0,1.4,3.0,2.6,2.9,2.2,4.6,1.6,3.5,1.5,3.0,3.1,2.6,2.0,2.6,2.8,4.3,1.6,1.9
Profile_503,2.8,2.2,2.4,3.6,0.0,1.9,0.8,1.3,4.9,3.1,3.5,2.4,3.3,0.7,3.5,1.7,2.0,3.0,2.8,2.6,1.1,2.6,3.5,2.0,3.8,1.6,2.5,4.0,1.8,3.6,4.5,2.7,2.0,1.7,3.8,3.8,3.9,2.5,3.5,2.5,1.6,3.6,4.1,1.5,1.5,2.5,3.5,1.4,2.7,1.9
Profile_504,3.2,1.7,3.3,2.3,1.6,2.6,0.6,1.9,2.8,0.7,0.0,0.2,3.8,2.4,2.0,3.4,2.1,2.8,2.5,2.0,2.8,3.3,2.3,2.0,2.2,0.2,2.8,1.3,3.1,2.4,2.6,3.2,1.6,2.9,2.8,2.3,1.6,3.1,3.2,2.6,1.4,2.0,2.4,3.2,0.9,1.9,2.1,2.4,1.2,2.3
Profile_505,2.2,1.5,2.4,2.0,3.0,1.6,2.6,1.7,1.9,2.8,2.7,2.1,2.2,1.0,3.9,3.2,3.2,0.9,1.9,2.2,0.6,3.4,4.0,4.6,1.5,2.6,3.8,2.2,1.9,0.6,3.6,2.5,1.8,2.8,2.7,2.7,2.3,4.1,2.4,4.1,3.1,2.9,2.4,3.5,2.6,1.6,1.5,2.9,1.6,2.4
Profile_506,3.6,2.8,1.8,3.9,3.0,3.5,0.2,2.8,3.3,4.2,1.0,3.7,4.1,0.5,3.0,3.1,2.2,2.0,3.2,1.9,2.3,3.3,4.3,3.0,2.6,2.0,1.5,3.6,2.3,3.7,2.2,1.9,2.9,2.4,1.3,4.3,1.9,3.4,3.3,1.2,1.5,2.2,1.6,4.2,2.3,3.4,3.0,2.8,2.5,3.7
Profile_507,1.7,4.2,1.2,3.3,1.1,2.2,2.6,2.0,2.3,1.1,1.5,3.0,2.5,1.8,3.8,1.3,2.1,2.0,3.1,2.5,2.4,0.7,3.4,2.3,2.6,1.8,1.6,4.0,0.7,1.4,4.0,3.1,2.2,3.7,2.9,2.7,2.7,3.0,3.0,4.7,2.3,2.3,1.3,2.4,4.4,3.5,2.0,2.5,1.2,1.5
Profile_508,2.6,2.0,1.5,3.0,2.4,0.9,0.4,1.9,0.9,0.6,3.6,2.4,2.2,2.3,1.4,2.9,2.4,1.7,1.9,1.3,2.1,2.3,2.1,2.6,2.4,2.7,3.4,3.1,3.5,1.7,2.0,3.2,3.2,1.8,3.1,1.6,3.0,2.5,1.1,2.1,4.7,2.7,4.8,1.1,3.3,0.0,2.5,3.1,3.3,1.7
Profile_509,3.5,2.0,2.3,2.1,1.4,4.1,2.5,3.6,3.5,1.5,3.7,3.0,1.5,2.9,1.5,4.1,3.3,2.4,3.8,0.9,1.8,2.2,4.7,1.4,0.8,1.1,3.4,1.9,2.3,3.3,2.3,2.7,3.0,2.1,2.3,2.7,3.4,1.7,0.0,3.2,3.4,2.7,2.8,1.9,3.0,3.4,2.6,5.0,0.9,2.7
Profile_510,1.3,3.4,0.9,1.2,1.9,2.8,1.9,1.9,2.3,2.3,4.0,3.2,2.2,4.6,3.0,1.5,2.8,3.0,1.8,1.4,2.6,2.1,4.0,3.2,1.9,2.9,3.8,1.1,1.5,2.5,2.5,2.4,2.2,2.2,2.9,3.6,2.0,4.9,4.5,3.8,3.1,4.5,2.2,1.7,2.0,1.5,2.6,2.8,2.7,2.5
Profile_511,2.6,4.2,3.1,3.4,2.7,0.9,0.7,4.6,2.0,1.9,2.7,3.1,3.2,4.3,4.0,1.7,3.5,2.1,2.4,1.4,0.8,2.5,1.5,3.4,2.2,2.8,3.9,1.0,1.8,2.7,2.8,3.6,3.4,2.6,2.8,2.8,1.0,2.3,2.7,3.0,1.6,1.2,2.3,4.5,1.7,3.7,4.1,2.5,1.8,3.0
Profile_512,2.7,1.6,1.8,3.0,3.4,2.2,2.4,3.2,2.3,2.2,1.7,1.7,5.0,2.3,3.9,4.2,2.3,2.9,2.6,0.9,0.9,2.5,2.1,4.4,2.3,4.5,2.0,4.4,3.0,3.1,2.0,3.1,4.2,2.4,2.2,2.3,4.1,3.4,3.9,2.8,2.5,2.9,3.6,2.3,3.9,2.9,0.1,3.4,1.2,3.4
Profile_513,3.4,2.8,3.0,3.6,2.0,3.3,3.7,4.3,1.4,2.9,1.5,1.5,2.9,2.6,3.6,2.2,2.4,2.7,1.6,1.8,3.6,2.0,3.7,3.1,1.0,3.0,3.0,2.9,2.4,1.6,3.8,2.4,1.6,3.0,1.8,1.6,2.1,1.8,1.6,3.3,2.4,3.8,1.6,0.8,2.6,4.4,3.0,5.0,2.8,2.7
Profile_514,0.3,2.9,2.7,2.1,2.4,2.4,2.3,4.6,2.1,2.7,2.1,3.3,2.7,2.2,0.6,2.7,2.2,2.4,1.3,3.9,3.4,3.9,3.6,3.1,1.4,4.3,1.6,2.2,3.2,3.3,3.1,2.1,1.9,5.0,2.5,2.3,1.8,2.7,2.7,2.5,2.9,4.3,1.9,2.5,1.9,2.8,1.9,2.0,1.0,2.6
Profile_515,2.9,4.4,3.0,2.1,1.1,1.3,1.2,4.4,2.8,1.9,1.5,1.6,1.9,3.8,2.5,1.1,4.8,1.4,1.9,3.8,2.9,2.0,1.3,1.5,1.6,2.5,2.7,2.4,2.5,1.4,2.8,3.8,2.3,2.3,2.6,3.6,1.6,4.0,2.9,2.5,3.7,1.3,3.0,2.9,1.6,3.0,2.8,2.3,3.4,1.9
Profile_516,2.8,2.4,1.9,3.0,2.3,1.0,0.7,3.3,1.3,2.8,2.6,2.1,4.5,2.7,3.3,2.8,2.3,2.5,4.0,3.6,4.5,2.7,1.6,2.1,1.3,3.3,1.9,0.0,5.0,1.9,1.9,4.2,1.3,3.6,1.9,1.2,4.2,3.4,3.4,2.9,3.1,1.3,2.6,1.6,1.1,2.9,3.7,2.1,2.3,1.4
Profile_517,2.5,3.3,3.3,3.0,1.9,1.8,3.3,3.3,2.3,2.1,3.7,2.1,3.2,2.4,1.5,4.1,2.6,1.8,1.1,1.2,2.1,4.4,1.9,3.9,2.4,1.3,2.0,1.2,1.6,1.6,0.6,4.0,2.7,1.8,2.7,1.7,0.0,5.0,2.7,1.9,0.6,1.0,4.2,4.0,3.3,1.4,4.0,2.9,3.2,2.9
Profile_518,1.0,1.3,2.0,3.1,1.1,2.3,2.3,3.3,3.2,1.5,3.9,1.3,3.6,1.9,2.7,2.7,2.7,3.2,2.9,3.3,3.0,1.2,2.8,1.9,1.4,2.2,2.7,2.7,3.6,3.8,2.8,3.0,2.6,3.3,3.0,2.4,4.7,2.0,4.0,1.1,3.3,3.9,0.6,2.6,3.2,2.8,2.9,2.6,1.4,4.9
Profile_519,2.0,2.9,1.9,0.2,1.6,1.1,3.6,1.9,2.0,1.4,2.6,1.8,3.5,2.8,1.9,3.4,2.5,2.5,1.0,2.4,2.8,3.8,1.7,4.8,3.1,1.0,1.7,3.9,3.7,2.5,2.6,1.3,3.8,1.5,3.3,3.9,2.5,3.5,4.3,2.8,2.3,2.4,1.8,1.7,2.9,2.3,2.8,1.0,2.4,3.5
Profile_520,1.4,2.5,0.6,1.2,3.3,2.2,4.3,2.9,3.0,1.4,2.1,1.8,1.4,3.2,3.4,2.9,1.7,2.8,0.6,3.8,1.2,1.4,2.6,2.7,2.4,1.4,3.6,0.8,1.0,2.4,1.2,3.7,1.3,4.1,3.5,3.7,4.4,2.6,1.5,2.4,1.9,1.8,2.7,2.2,1.7,2.3,3.0,3.5,0.9,2.2
Profile_521,2.4,1.3,2.4,2.6,3.0,2.6,1.6,4.5,3.3,3.1,3.5,2.7,3.8,2.6,2.5,3.1,4.1,4.0,3.1,3.0,3.2,3.5,3.8,2.3,3.8,2.8,3.2,3.9,3.2,3.4,2.1,4.0,3.2,2.6,3.6,5.0,1.3,1.7,5.0,2.9,2.7,2.4,3.7,5.0,1.8,2.4,2.1,3.2,3.7,4.1
Profile_522,3.3,5.0,1.9,1.7,4.0,2.6,1.1,2.2,2.8,1.9,1.5,2.3,1.4,3.1,0.6,2.6,3.0,2.4,3.6,1.1,1.8,2.2,3.2,2.7,4.6,1.7,1.1,4.3,1.1,3.2,1.5,0.4,2.1,3.4,1.3,3.1,3.3,1.2,2.3,4.1,3.2,2.2,2.9,1.8,3.6,3.6,2.6,2.7,1.5,1.1
Profile_523,2.1,2.4,3.6,3.4,2.7,3.7,1.6,3.6,1.7,3.7,2.5,0.5,3.2,3.3,2.0,2.1,2.3,0.6,0.1,3.8,1.7,4.4,3.9,4.1,1.8,0.9,1.4,2.1,0.1,2.0,2.3,1.2,1.5,2.3,2.9,1.6,2.8,2.6,2.5,1.8,1.2,4.2,3.1,3.5,2.4,2.3,3.0,0.7,1.4,1.7
Profile_524,2.0,1.6,2.8,2.6,3.9,5.0,1.2,2.6,2.6,2.5,1.4,1.6,2.7,1.6,2.7,2.3,2.6,1.5,2.7,1.6,2.7,3.8,2.8,2.8,3.3,1.1,4.2,1.4,3.4,3.2,1.6,3.5,3.0,4.4,2.7,2.4,2.0,0.8,2.2,2.2,2.8,1.1,2.3,3.1,3.2,0.6,3.2,2.3,2.3,0.1
Profile_525,4.0,2.7,1.0,2.9,2.8,3.7,2.2,2.5,1.9,3.1,1.7,1.6,2.4,1.3,4.1,4.4,2.0,1.1,2.8,2.0,3.7,1.7,3.0,2.6,1.8,2.7,3.4,2.6,2.6,1.6,3.6,3.5,2.1,2.4,3.9,1.4,3.1,1.9,4.3,2.6,3.8,1.7,1.3,2.3,2.8,2.0,3.3,2.3,0.4,3.1
Profile_526,1.6,2.1,4.1,4.3,1.9,3.1,1.9,2.2,1.9,0.8,2.6,2.8,1.8,3.6,2.1,1.9,3.0,1.0,3.4,2.1,3.5,3.8,3.1,1.7,1.2,1.1,3.6,2.4,1.9,2.4,3.6,3.3,2.9,3.1,2.7,2.8,2.7,2.5,3.3,2.9,1.6,3.0,2.7,3.1,2.4,3.3,2.4,3.2,2.0,2.1
Profile_527,3.1,2.2,4.7,3.1,2.5,3.3,2.0,3.4,3.4,3.8,2.1,1.3,1.9,2.2,4.2,4.7,2.8,2.5,2.2,3.3,4.7,4.3,3.6,3.6,3.3,2.5,1.8,2.5,2.9,1.0,2.3,1.7,3.5,2.0,2.8,1.8,4.1,0.8,3.0,1.2,2.0,2.7,2.8,2.7,2.7,1.9,2.3,2.5,2.7,2.4
Profile_528,3.2,2.6,2.7,2.1,1.4,2.7,3.7,2.9,1.7,3.3,2.2,3.2,2.1,2.9,2.0,2.0,0.9,3.0,2.9,2.9,2.8,1.7,3.5,3.5,1.7,3.0,3.4,2.0,2.2,3.0,1.0,1.4,1.5,0.7,3.6,0.5,2.8,3.3,2.2,1.8,2.7,2.5,3.5,0.0,1.6,3.1,2.6,3.3,2.8,2.4
Profile_529,2.2,4.8,4.0,3.0,2.6,3.0,3.3,2.9,1.7,4.3,2.7,4.5,2.7,2.3,3.9,2.8,2.6,1.3,3.2,2.0,2.1,2.0,2.9,1.0,2.3,3.5,1.3,2.7,1.9,2.1,4.2,0.8,3.3,2.0,2.0,1.4,3.3,2.3,2.2,2.6,2.3,0.5,2.0,3.4,1.0,1.4,2.1,1.8,2.5,1.4
Profile_530,2.1,2.5,3.1,3.7,2.2,4.4,2.3,3.3,4.4,2.6,1.1,2.6,1.9,2.2,4.5,1.3,2.8,1.6,2.2,3.2,2.8,2.3,1.9,2.8,4.2,1.6,4.4,3.7,3.9,2.8,3.7,1.5,1.8,3.3,2.8,2.4,0.0,2.1,1.3,3.0,2.3,1.9,5.0,3.5,3.6,4.7,3.3,1.7,1.6,3.5
Profile_531,0.4,2.4,0.3,2.6,3.4,2.8,3.4,4.5,2.4,5.0,2.7,3.4,1.9,4.1,3.5,4.0,2.6,1.2,3.0,0.8,2.2,2.7,4.9,2.8,2.6,2.4,1.2,2.6,2.6,1.5,1.3,2.0,2.6,2.0,1.4,2.8,3.0,2.6,1.9,3.1,2.3,1.3,3.5,2.9,2.4,0.9,1.8,4.5,1.0,2.2
Profile_532,2.5,2.8,1.0,2.7,0.8,2.6,1.8,1.6,3.3,2.3,3.0,3.0,3.8,1.3,3.4,2.5,2.1,1.4,3.1,1.6,3.0,4.4,3.5,3.9,1.8,3.3,1.4,2.3,4.2,1.9,3.6,3.5,3.6,1.2,3.0,2.3,3.6,0.8,2.9,2.7,0.5,1.6,0.7,1.8,3.0,2.7,2.7,1.5,3.6,2.5
Profile_533,2.5,3.4,1.5,2.7,2.9,2.0,3.2,3.0,2.4,2.4,3.0,3.3,2.6,3.6,3.2,0.7,1.1,3.7,2.3,2.7,3.6,2.5,2.5,1.6,2.9,3.1,1.9,1.6,5.0,2.4,1.8,3.2,2.4,1.4,3.0,1.6,4.1,3.0,2.2,2.6,3.4,2.7,4.6,3.6,3.0,1.6,2.4,3.0,1.7,3.8
Profile_534,1.5,1.9,1.9,3.2,1.7,0.7,3.6,2.1,1.4,1.7,4.2,1.8,2.4,2.1,1.3,1.8,1.2,3.5,2.6,5.0,1.8,1.6,4.0,3.6,2.9,1.4,4.2,2.4,2.1,3.6,2.5,1.3,2.5,1.7,0.0,1.6,2.0,1.3,3.1,1.7,3.0,1.3,3.4,1.2,0.2,3.7,1.6,4.3,3.1,3.3
Profile_535,3.5,2.6,2.6,3.8,2.6,1.8,3.1,0.4,3.8,3.8,3.7,3.7,2.4,2.4,1.3,4.2,2.0,2.8,2.8,1.2,0.8,2.5,2.0,2.4,3.6,2.7,3.3,2.9,2.2,1.5,2.8,2.6,3.4,2.3,2.2,2.3,1.6,3.9,3.6,1.3,3.3,0.7,3.5,1.8,2.9,0.6,1.3,3.0,1.8,1.7
Profile_536,3.9,4.7,3.4,1.4,4.3,0.9,2.2,2.6,4.4,3.4,2.0,1.6,3.5,2.0,2.7,1.1,3.1,3.0,1.3,3.5,3.1,3.2,2.1,2.7,2.6,2.4,2.7,3.8,3.6,1.3,3.5,3.7,2.3,3.0,3.0,1.7,2.1,3.3,2.0,3.5,3.8,3.6,4.5,2.4,2.7,2.8,2.4,3.0,0.8,2.7
Profile_537,1.1,1.5,3.2,2.3,3.2,2.3,3.6,2.3,0.5,2.7,0.3,1.0,1.6,1.5,2.0,1.5,1.1,4.0,1.8,0.3,2.1,1.4,1.6,3.2,2.1,1.3,2.9,3.6,3.0,0.0,1.4,2.5,2.3,2.2,1.5,1.1,4.5,2.5,3.1,2.5,2.5,2.4,1.4,1.0,2.9,2.7,3.4,3.2,1.7,3.6
Profile_538,3.3,3.2,4.7,4.5,3.2,3.1,3.6,1.9,1.9,3.2,1.6,3.1,2.7,1.6,2.5,3.8,2.6,2.6,2.8,3.0,2.2,2.9,1.5,1.7,1.8,3.0,2.7,2.4,3.2,2.9,2.2,1.5,1.7,1.0,2.6,1.6,2.0,2.4,3.5,3.4,2.4,3.8,0.5,4.4,3.2,2.6,1.6,2.1,3.1,3.1
Profile_539,3.2,1.8,1.6,2.7,3.3,2.5,4.0,2.5,2.5,3.2,3.7,1.2,1.4,2.2,5.0,2.2,2.4,3.1,3.5,2.7,3.7,1.3,1.7,3.7,2.5,1.2,1.2,1.7,2.5,3.0,2.2,2.9,2.1,3.7,5.0,2.1,3.0,2.9,2.6,3.2,3.0,2.0,3.8,2.7,2.1,4.9,2.4,2.8,2.7,2.4
Profile_540,2.9,1.7,3.1,0.7,1.2,4.3,1.2,0.5,1.3,4.2,0.7,1.5,1.0,2.2,2.1,2.0,4.4,1.3,2.4,2.8,1.5,3.0,2.1,2.9,2.4,0.4,3.8,4.6,2.3,1.6,4.0,4.4,2.3,2.3,2.4,0.8,2.2,4.2,2.3,1.5,3.0,1.8,2.4,1.2,1.5,3.2,2.6,1.7,2.6,1.9
Profile_541,1.7,3.7,3.3,2.5,2.6,2.5,3.0,1.7,3.4,2.9,2.2,2.0,3.3,2.3,1.8,2.1,3.3,0.9,2.1,3.6,2.3,2.8,3.6,3.4,2.1,2.4,3.4,3.4,2.4,2.4,2.8,3.9,3.6,3.2,1.4,2.2,2.3,3.9,2.3,3.8,1.9,2.0,3.0,4.1,2.3,0.0,0.9,2.8,1.0,1.6
Profile_542,2.5,0.1,2.1,1.3,1.0,1.7,1.4,3.0,3.7,2.1,1.9,2.1,1.4,1.2,0.9,1.2,4.1,1.8,0.0,1.9,0.9,2.6,2.5,2.6,2.5,2.1,1.0,2.4,3.5,4.3,2.3,2.4,3.0,4.0,2.0,3.2,1.7,2.8,3.5,1.2,2.0,3.5,3.1,3.5,3.3,2.2,4.7,2.6,0.0,2.2
Profile_543,2.0,3.3,2.0,3.6,3.1,1.5,2.4,1.7,2.7,1.7,2.6,2.2,2.3,4.6,2.1,0.6,3.5,3.5,0.5,1.8,2.9,3.0,2.5,2.5,1.6,0.1,4.5,1.5,2.7,2.3,3.4,2.6,2.7,0.0,1.7,3.2,3.2,1.5,0.9,2.6,0.0,1.4,4.3,3.9,3.0,2.8,0.5,1.8,2.2,1.8
Profile_544,2.1,3.8,2.0,2.2,3.2,1.1,1.7,1.8,2.6,2.2,2.2,1.8,1.4,3.1,2.2,3.1,1.4,1.8,2.3,2.4,3.3,2.1,3.2,2.9,2.4,1.5,3.3,1.6,2.5,2.4,2.3,2.1,1.7,0.9,3.9,2.0,2.4,2.4,3.6,4.4,2.7,2.3,1.4,1.1,0.7,1.7,0.4,3.6,2.9,2.2
Profile_545,3.6,1.4,1.7,0.6,3.3,1.7,2.5,3.5,3.9,2.5,2.9,1.6,4.2,2.3,2.6,2.1,3.7,2.7,3.3,2.9,2.3,3.4,2.8,1.5,1.5,2.6,3.4,4.1,0.7,2.5,3.0,2.8,3.5,3.2,1.5,1.5,2.8,3.5,2.6,0.9,1.5,3.2,2.2,2.6,3.6,1.3,2.1,2.0,2.9,3.3
Profile_546,1.0,2.5,3.4,0.6,2.4,1.3,1.9,0.0,3.9,2.1,1.7,2.8,1.5,1.4,4.0,4.3,1.9,3.6,2.9,1.1,1.6,4.1,1.1,4.8,1.9,4.1,2.2,3.3,3.9,3.9,1.9,1.6,2.4,1.2,2.7,1.7,3.6,1.9,0.8,3.9,2.7,2.5,3.6,3.4,1.7,2.1,1.4,1.0,3.1,2.9
Profile_547,3.3,3.8,3.3,3.4,0.4,2.2,3.5,1.3,2.6,3.0,2.9,2.9,3.1,2.7,1.0,3.0,2.8,1.1,3.9,3.0,1.1,1.7,1.9,1.9,2.8,1.5,3.6,3.5,3.1,2.5,3.4,2.2,1.8,3.7,2.8,1.8,2.1,1.8,4.5,2.5,2.7,3.2,1.3,3.6,1.9,4.3,2.2,3.5,0.0,1.3
Profile_548,2.2,0.5,3.1,2.8,1.5,2.5,3.3,0.4,1.2,2.2,2.5,2.4,3.4,3.0,3.2,1.1,2.6,2.2,4.0,2.7,1.8,3.4,3.1,1.7,2.2,2.2,3.7,2.7,3.2,2.0,2.8,3.8,2.1,2.6,1.1,1.7,2.2,1.4,3.8,1.7,3.3,2.7,2.5,4.0,0.2,2.3,1.4,0.5,1.3,2.5
Profile_549,1.8,3.4,2.3,2.2,2.2,2.4,2.1,1.6,3.5,1.9,2.1,2.9,2.8,1.6,3.3,3.0,2.7,2.1,2.1,2.3,1.3,2.5,3.4,3.4,2.1,3.6,4.4,2.2,3.2,0.2,1.2,2.6,1.5,4.5,3.1,3.5,2.5,1.5,2.0,2.8,1.9,3.2,3.2,2.5,0.7,4.2,2.3,5.0,3.2,2.3
Profile_550,2.9,0.5,3.5,5.0,0.4,2.2,2.4,3.4,4.6,2.9,4.6,2.7,3.0,2.8,3.7,2.1,3.3,1.3,2.2,1.9,2.6,2.2,3.6,1.6,0.8,1.1,3.5,1.5,2.9,2.2,3.3,2.3,5.0,4.4,2.2,2.0,5.0,1.4,2.4,2.5,2.5,0.8,3.0,1.5,3.9,1.0,2.6,0.3,0.3,1.7
Profile_551,1.8,4.0,2.5,3.8,2.1,3.1,1.8,1.7,0.7,2.8,2.8,3.3,2.7,4.5,2.7,3.5,2.2,1.6,3.2,2.4,3.3,2.9,1.7,3.6,1.6,3.1,3.8,2.1,3.7,2.9,3.4,1.7,2.7,1.1,4.2,0.5,2.1,1.6,3.2,4.4,3.2,5.0,1.1,1.2,1.6,2.6,1.5,1.7,3.1,1.3
Profile_552,1.4,2.1,2.2,3.5,1.6,1.8,3.1,3.3,3.9,3.0,2.6,3.1,2.2,2.2,0.7,3.4,2.7,3.3,0.0,2.5,1.6,4.0,3.1,2.7,2.1,2.9,1.6,2.4,1.9,4.8,4.0,3.6,1.0,3.4,2.7,3.7,2.8,2.5,2.7,0.7,1.7,2.9,3.6,1.9,2.5,0.9,4.0,3.6,3.2,2.9
Profile_553,4.1,1.7,1.6,3.6,3.5,1.3,2.0,4.2,2.9,3.3,1.3,3.2,1.1,0.5,3.2,3.9,2.2,2.0,4.2,2.3,2.4,4.2,2.1,1.8,3.3,1.8,2.4,1.2,2.7,2.6,3.5,3.4,3.1,2.9,2.4,3.1,1.4,0.2,3.7,3.2,2.4,3.6,1.8,1.8,1.7,3.1,0.9,1.7,2.8,1.3
Profile_554,1.8,0.3,3.1,1.8,1.4,1.2,2.1,0.9,4.4,0.1,2.0,2.6,1.7,2.7,1.7,4.0,1.4,0.1,1.2,2.9,2.4,3.3,3.0,1.9,2.0,2.1,4.4,3.2,4.4,3.3,2.4,1.5,2.7,2.4,2.4,2.3,0.4,3.8,2.4,1.1,3.0,1.6,3.1,3.4,3.5,2.3,2.1,1.9,1.8,2.5
Profile_555,2.3,1.7,1.4,2.4,2.1,1.4,3.3,4.3,3.5,1.8,2.4,4.0,1.3,3.3,1.1,4.2,2.1,4.7,4.2,2.4,1.8,2.7,2.3,2.1,0.8,2.0,1.4,3.1,3.5,3.2,2.8,1.6,2.7,3.3,1.9,2.6,2.4,4.2,3.4,3.1,0.8,2.7,2.3,2.3,0.9,1.4,2.4,3.6,1.9,2.1
Profile_556,4.3,2.2,2.4,2.4,1.2,3.1,1.8,2.5,2.9,4.4,1.2,3.4,3.4,1.9,3.1,4.1,1.7,2.7,2.9,3.0,3.3,2.7,3.0,1.6,2.7,2.0,1.3,2.0,2.8,2.9,1.2,1.6,3.2,3.0,3.4,3.9,3.0,2.1,2.6,4.2,5.0,3.0,3.0,3.2,2.5,3.7,3.5,2.9,2.2,1.0
Profile_557,3.2,2.7,1.8,1.4,3.2,0.9,2.8,3.3,3.0,2.1,1.3,3.1,3.7,1.9,3.0,4.1,2.8,2.1,3.5,1.8,1.2,3.3,2.1,2.2,1.9,2.0,3.9,4.2,4.3,3.6,3.0,1.1,2.3,4.7,2.1,4.0,2.6,0.0,3.1,3.8,2.5,3.7,0.8,1.1,2.7,3.0,3.9,3.1,1.3,2.7
Profile_558,3.1,0.6,2.5,2.2,1.8,3.0,1.4,2.9,3.1,3.6,1.4,1.0,2.8,2.2,5.0,3.0,2.6,2.3,1.3,3.1,2.4,2.4,2.6,2.7,0.8,3.3,1.7,2.4,3.8,4.3,0.8,2.5,2.8,1.0,3.3,2.6,2.7,1.6,2.9,3.3,2.6,2.0,2.1,2.7,2.5,3.4,2.0,1.3,2.9,2.0
Profile_559,3.3,2.5,3.2,1.5,2.6,1.8,1.3,1.6,2.0,3.7,1.9,1.2,2.6,2.5,2.0,2.3,3.5,3.2,3.1,1.3,5.0,3.6,3.0,1.3,3.4,2.0,2.3,0.8,1.3,2.9,3.5,3.2,3.2,2.4,2.1,2.8,3.3,2.5,3.7,2.3,1.5,2.5,2.6,2.4,3.8,3.3,1.1,4.0,0.0,4.7
Profile_560,2.2,2.3,2.4,2.9,2.5,2.4,3.8,3.1,1.5,3.2,3.0,2.0,3.3,2.3,2.3,2.3,0.1,2.0,3.2,2.5,1.2,3.5,2.2,1.3,4.7,1.4,3.4,1.7,2.6,1.6,1.3,3.0,2.9,3.6,2.5,4.7,2.8,3.1,1.1,1.9,3.0,2.4,2.7,1.7,2.6,2.6,1.3,3.1,0.8,2.7
Profile_561,4.3,3.2,3.2,1.6,4.3,3.9,1.7,2.0,3.8,4.3,1.2,1.5,2.4,0.3,2.5,3.7,1.1,2.6,1.9,4.1,1.9,4.0,1.9,3.3,2.8,2.4,1.7,2.8,2.1,1.8,4.0,3.0,3.1,2.1,2.3,2.3,2.8,3.1,2.5,1.7,3.3,2.5,1.1,0.4,2.8,1.7,2.9,1.7,2.6,2.1
Profile_562,4.3,3.5,3.8,2.5,3.3,2.6,4.0,2.4,1.1,0.5,4.2,3.0,3.0,4.0,0.8,2.1,2.3,3.2,1.8,1.3,1.3,3.6,1.8,1.9,3.1,1.8,0.8,0.9,2.4,3.0,2.3,2.9,0.9,1.0,4.8,3.7,3.3,1.8,2.3,2.5,3.8,2.9,3.0,2.3,3.3,2.8,2.5,1.8,2.4,1.4
Profile_563,2.5,2.6,0.1,2.3,1.3,3.0,3.1,2.1,3.0,3.1,2.3,4.0,1.8,4.0,2.3,1.7,2.1,1.4,3.3,0.9,3.9,1.6,3.3,2.5,2.8,1.9,2.9,2.6,1.0,1.5,2.0,1.7,3.8,2.5,1.7,2.0,2.0,2.2,1.4,1.7,3.3,2.7,2.3,2.5,2.5,2.3,3.0,2.9,0.9,2.4
Profile_564,1.0,3.1,3.3,1.9,2.4,0.4,3.5,3.2,3.7,4.0,1.3,3.4,4.0,1.0,2.3,2.1,3.4,0.1,4.3,2.4,3.4,2.4,3.0,0.2,2.1,3.3,2.8,0.9,2.6,1.7,1.6,1.0,3.1,3.6,4.6,1.0,3.3,3.3,1.9,1.6,1.4,2.0,2.7,3.9,3.6,0.9,1.7,3.8,1.8,2.4
Profile_565,0.8,3.7,0.6,0.9,3.6,4.4,2.2,2.5,3.4,2.8,2.1,2.0,0.9,2.7,2.4,2.1,1.5,1.6,3.1,3.4,2.2,2.1,1.6,3.4,2.5,2.9,2.9,2.2,1.3,1.5,3.6,1.8,2.1,1.4,1.3,1.7,4.2,3.2,2.0,3.6,2.3,3.9,4.7,3.5,2.6,3.2,2.5,0.7,1.8,1.5
